,id,place,speedrun_link,submitted_date,primary_time_seconds,real_time_seconds,player_id,player_name,player_country,platform,verified
159,z5g0j1dm,160,http://www.speedrun.com/sm64/run/z5g0j1dm,2024-08-06T23:50:57Z,6316,6316,98rky4qx,BigCheese,United States,VC,Yes
160,zpq1onny,161,http://www.speedrun.com/sm64/run/zpq1onny,2017-08-27T21:54:38Z,6317,6317,18q3r20j,Animazism,Wales,N64,Yes
161,yvgg194y,162,http://www.speedrun.com/sm64/run/yvgg194y,2017-04-27T00:25:12Z,6318,6318,y8dw9zgj,Alkobakknarko,Norway,N64,Yes
162,mrvp0j4z,163,http://www.speedrun.com/sm64/run/mrvp0j4z,2024-06-22T04:28:31Z,6326,6326,8rpwpnqj,inferno676,United States,N64,Yes
163,mr5d3w2y,163,http://www.speedrun.com/sm64/run/mr5d3w2y,2026-01-21T04:07:15Z,6326,6326,8w12vnqx,LowAppeal,United States,N64,Yes
164,7ylx2nyp,165,http://www.speedrun.com/sm64/run/7ylx2nyp,,6327,6327,y8dg7l86,Noizeeh,Sweden,N64,Yes
165,y81ejkxz,166,http://www.speedrun.com/sm64/run/y81ejkxz,2019-09-01T09:01:26Z,6328,6328,0jmvmzj1,protoman5,United States,N64,Yes
166,y8j93qnz,167,http://www.speedrun.com/sm64/run/y8j93qnz,2021-12-11T16:37:57Z,6329,6329,98r5d3wx,dinkyslinky,Norway,N64,Yes
167,zxxkx3kz,167,http://www.speedrun.com/sm64/run/zxxkx3kz,2024-07-24T23:57:27Z,6329,6329,y8dz54gj,Maosfx,United States,N64,Yes
168,z57l00dm,169,http://www.speedrun.com/sm64/run/z57l00dm,2020-01-10T22:59:47Z,6331,6331,qj25v3lj,m_vitor,Brazil,N64,Yes
169,ywd43kpz,169,http://www.speedrun.com/sm64/run/ywd43kpz,2020-09-29T18:40:47Z,6331,6331,qj2eenjk,Darrow25,Québec,VC,Yes
